Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
1869,20140107  12:01AM UTC,Starbucks Expands Latte Portfolio with New Caramel Flan Latte and First-Ever Starbucks VIAÂ® Lattes,"('Starbucks', 'Expands Latte Portfolio with', 'New Caramel Flan Latte')",Starbucks,Expands Latte Portfolio with,New Caramel Flan Latte,Starbucks Expands Latte Portfolio with,Expands Latte Portfolio with New Caramel Flan Latte,Starbucks Expands Latte Portfolio with New Caramel Flan Latte,0.2299989999999994,-0.08000100000000288
1870,20140108  4:15PM UTC,Starbucks Announces Q1 Fiscal Year 2014 Results Conference Call,"('Starbucks', 'Announces', 'Q1 Fiscal Year 2014 Results Conference Call')",Starbucks,Announces,Q1 Fiscal Year 2014 Results Conference Call,Starbucks Announces,Announces Q1 Fiscal Year 2014 Results Conference Call,Starbucks Announces Q1 Fiscal Year 2014 Results Conference Call,0.2299989999999994,-0.08000100000000288
1871,20140116  8:35AM UTC,TOSS C3 Selects Starbucks for Its 2014 Cloud Perk Program,"('TOSS C3', 'Selects Starbucks for', 'Its 2014 Cloud Perk Program')",TOSS C3,Selects Starbucks for,Its 2014 Cloud Perk Program,TOSS C3 Selects Starbucks for,Selects Starbucks for Its 2014 Cloud Perk Program,TOSS C3 Selects Starbucks for Its 2014 Cloud Perk Program,0.2299989999999994,-0.08000100000000288
1873,20140120  9:30AM UTC,"IBM, Microsoft, McDonald, Starbucksand Procter & Gambleare part of Zacks Earnings Preview:","('IBM', 'part of', 'Zacks Earnings Preview')",IBM,part of,Zacks Earnings Preview,IBM part of,part of Zacks Earnings Preview,IBM part of Zacks Earnings Preview,0.2299989999999994,-0.08000100000000288
1874,20140123  7:14PM UTC,Starbucks boosts profit forecast despite slower growth,"('Starbucks', 'boosts', 'profit forecast')",Starbucks,boosts,profit forecast,Starbucks boosts,boosts profit forecast,Starbucks boosts profit forecast,0.2299989999999994,-0.08000100000000288
1875,20140123  7:14PM UTC,UPDATE 3-Starbucks boosts profit forecast despite slower growth,"('UPDATE Starbucks', 'boosts', 'profit forecast')",UPDATE Starbucks,boosts,profit forecast,UPDATE Starbucks boosts,boosts profit forecast,UPDATE Starbucks boosts profit forecast,0.2299989999999994,-0.08000100000000288
1876,20140123  5:13PM UTC,Starbucks' growth cooled in latest quarter,"(""Starbucks ' growth"", 'cooled in', 'latest quarter')",Starbucks ' growth,cooled in,latest quarter,Starbucks ' growth cooled in,cooled in latest quarter,Starbucks ' growth cooled in latest quarter,0.2299989999999994,-0.08000100000000288
1877,20140123  5:12PM UTC,REFILE-UPDATE 2-Starbucks' growth cooled in latest quarter,"(""UPDATE Starbucks ' growth"", 'cooled in', 'latest quarter')",UPDATE Starbucks ' growth,cooled in,latest quarter,UPDATE Starbucks ' growth cooled in,cooled in latest quarter,UPDATE Starbucks ' growth cooled in latest quarter,0.2299989999999994,-0.08000100000000288
1878,20140123  4:16PM UTC,Starbucks' growth cooled in latest quarter,"(""Starbucks ' growth"", 'cooled in', 'latest quarter')",Starbucks ' growth,cooled in,latest quarter,Starbucks ' growth cooled in,cooled in latest quarter,Starbucks ' growth cooled in latest quarter,0.2299989999999994,-0.08000100000000288
1881,20140124  10:00AM UTC,Public Relations Leaders from Mitchell Communications Group/Dentsu and Starbucks Announced as Co-Chairs of PRSA 2014 International Conference,"('Public Relations Leaders', 'Announced as', 'Co-Chairs of PRSA 2014 International Conference')",Public Relations Leaders,Announced as,Co-Chairs of PRSA 2014 International Conference,Public Relations Leaders Announced as,Announced as Co-Chairs of PRSA 2014 International Conference,Public Relations Leaders Announced as Co-Chairs of PRSA 2014 International Conference,0.2299989999999994,-0.08000100000000288
1883,20140128  1:00PM UTC,Bodum USA Recalls Coffee Presses Sold Exclusively at Starbucks Due to Laceration and Burn Hazards,"('Coffee Presses', 'Sold Due', 'Laceration')",Coffee Presses,Sold Due,Laceration,Coffee Presses Sold Due,Sold Due Laceration,Coffee Presses Sold Due Laceration,0.2299989999999994,-0.08000100000000288
1884,20140129  6:13PM UTC,Starbucks strengthens technology brew with executive shift,"('Starbucks', 'strengthens', 'technology brew')",Starbucks,strengthens,technology brew,Starbucks strengthens,strengthens technology brew,Starbucks strengthens technology brew,0.2299989999999994,-0.08000100000000288
1885,20140129  6:12PM UTC,UPDATE 2-Starbucks strengthens technology brew with executive shift,"('UPDATE 2 Starbucks', 'strengthens technology brew with', 'executive shift')",UPDATE 2 Starbucks,strengthens technology brew with,executive shift,UPDATE 2 Starbucks strengthens technology brew with,strengthens technology brew with executive shift,UPDATE 2 Starbucks strengthens technology brew with executive shift,0.2299989999999994,-0.08000100000000288
1886,20140129  4:06PM UTC,Starbucks promotes CFO to new post in e-commerce push,"('Starbucks', 'promotes CFO to', 'post in e-commerce push')",Starbucks,promotes CFO to,post in e-commerce push,Starbucks promotes CFO to,promotes CFO to post in e-commerce push,Starbucks promotes CFO to post in e-commerce push,0.2299989999999994,-0.08000100000000288
1887,20140129  4:05PM UTC,Starbucks Strengthens Senior Leadership Team,"('Starbucks', 'Strengthens', 'Senior Leadership Team')",Starbucks,Strengthens,Senior Leadership Team,Starbucks Strengthens,Strengthens Senior Leadership Team,Starbucks Strengthens Senior Leadership Team,0.2299989999999994,-0.08000100000000288
1888,20140203  9:30AM UTC,"The Zacks Analyst Blog Highlights:Bank of America, Fannie Mae, Freddie Mac, BB&T; and Starbucks","('America', 'of Bank is', 'Freddie Mac')",America,of Bank is,Freddie Mac,America of Bank is,of Bank is Freddie Mac,America of Bank is Freddie Mac,0.2299989999999994,-0.08000100000000288
1889,20140211  11:30AM UTC,Menlo Logistics Partners with Starbucks in Thailand,"('Menlo Logistics Partners', 'is with', 'Starbucks')",Menlo Logistics Partners,is with,Starbucks,Menlo Logistics Partners is with,is with Starbucks,Menlo Logistics Partners is with Starbucks,0.2299989999999994,-0.08000100000000288
1890,20140211  9:30AM UTC,"Sprouts Farmers Market, Jabil Circuit, Mondelez International, Kraft FoodsGroup and Starbucks highlighted as Zacks Bull and Bear of the Day","('Jabil Circuit', 'highlighted as', 'Zacks Bull of Day')",Jabil Circuit,highlighted as,Zacks Bull of Day,Jabil Circuit highlighted as,highlighted as Zacks Bull of Day,Jabil Circuit highlighted as Zacks Bull of Day,0.2299989999999994,-0.08000100000000288
1891,20140211  6:00AM UTC,Starbucks Corporation to Offer Sealand Products at 400 Locations,"('Starbucks Corporation', 'Offer Sealand Products at', '400 Locations')",Starbucks Corporation,Offer Sealand Products at,400 Locations,Starbucks Corporation Offer Sealand Products at,Offer Sealand Products at 400 Locations,Starbucks Corporation Offer Sealand Products at 400 Locations,0.2299989999999994,-0.08000100000000288
1893,20140214  9:20AM UTC,Starbucks Southeast Asia Growth Momentum Continues with Significant Milestones in Brunei and Singapore,"('Starbucks Southeast Asia Growth Momentum', 'Continues with', 'Milestones')",Starbucks Southeast Asia Growth Momentum,Continues with,Milestones,Starbucks Southeast Asia Growth Momentum Continues with,Continues with Milestones,Starbucks Southeast Asia Growth Momentum Continues with Milestones,0.2299989999999994,-0.08000100000000288
1895,20140225  5:21PM UTC,Starbucks to Present at Bank of America Merrill Lynch Consumer and Retail Conference,"('Starbucks', 'Present at', 'Bank of America')",Starbucks,Present at,Bank of America,Starbucks Present at,Present at Bank of America,Starbucks Present at Bank of America,0.2299989999999994,-0.08000100000000288
1896,20140225  6:00AM UTC,Evolution Fresh Brings More Cold-Pressed Juice to the U.S. Midwest with Availability in Chicagoland Starbucks Stores,"('Availability', 'is in', 'Chicagoland Starbucks Stores')",Availability,is in,Chicagoland Starbucks Stores,Availability is in,is in Chicagoland Starbucks Stores,Availability is in Chicagoland Starbucks Stores,0.2299989999999994,-0.08000100000000288
1897,20140304  10:00AM UTC,GMO Inside Announces Campaign to Get GMOs Out of Starbucks' Dairy,"('Campaign', 'Get', 'GMOs')",Campaign,Get,GMOs,Campaign Get,Get GMOs,Campaign Get GMOs,0.2299989999999994,-0.08000100000000288
1898,20140304  12:01AM UTC,"Starbucks Introduces New Vanilla Macchiato, Expands Breakfast Sandwich Offerings Made with Premium Ingredients Inspired by La Boulange","('Breakfast Sandwich Offerings', 'Expands Made with', 'Premium Ingredients Inspired by La Boulange')",Breakfast Sandwich Offerings,Expands Made with,Premium Ingredients Inspired by La Boulange,Breakfast Sandwich Offerings Expands Made with,Expands Made with Premium Ingredients Inspired by La Boulange,Breakfast Sandwich Offerings Expands Made with Premium Ingredients Inspired by La Boulange,0.2299989999999994,-0.08000100000000288
1899,20140310  8:00AM UTC,Starbucks Opens First Store in Downtown Disney District,"('Starbucks', 'Opens First Store in', 'Downtown Disney District')",Starbucks,Opens First Store in,Downtown Disney District,Starbucks Opens First Store in,Opens First Store in Downtown Disney District,Starbucks Opens First Store in Downtown Disney District,0.2299989999999994,-0.08000100000000288
1902,20140312  12:00AM UTC,Starbucks Accelerates Mobile Payment Leadership with Release of Enhanced Starbucks App for iPhone,"('Starbucks', 'Accelerates', 'Mobile Payment Leadership')",Starbucks,Accelerates,Mobile Payment Leadership,Starbucks Accelerates,Accelerates Mobile Payment Leadership,Starbucks Accelerates Mobile Payment Leadership,0.2299989999999994,-0.08000100000000288
1903,20140314  7:15PM UTC,Starbucks gives up exclusive license to high-end Keurig pods,"('Starbucks', 'gives up', 'license to high end Keurig pods')",Starbucks,gives up,license to high end Keurig pods,Starbucks gives up,gives up license to high end Keurig pods,Starbucks gives up license to high end Keurig pods,0.2299989999999994,-0.08000100000000288
1904,20140314  3:38PM UTC,"Small roaster leads way on price hikes as coffee surges, Starbucks resists","('Small roaster', 'leads', 'way')",Small roaster,leads,way,Small roaster leads,leads way,Small roaster leads way,0.2299989999999994,-0.08000100000000288
1905,20140314  1:52PM UTC,UPDATE 1-Starbucks gives up exclusive license to high-end Keurig pods,"('UPDATE Starbucks', 'gives up', 'exclusive license')",UPDATE Starbucks,gives up,exclusive license,UPDATE Starbucks gives up,gives up exclusive license,UPDATE Starbucks gives up exclusive license,0.2299989999999994,-0.08000100000000288
1906,20140314  9:15AM UTC,Starbucks gives up exclusive license to high-end Keurig pods,"('Starbucks', 'gives up', 'license to high end Keurig pods')",Starbucks,gives up,license to high end Keurig pods,Starbucks gives up,gives up license to high end Keurig pods,Starbucks gives up license to high end Keurig pods,0.2299989999999994,-0.08000100000000288
1907,20140314  8:30AM UTC,Keurig Green Mountain and Starbucks Amend Agreement,"('Keurig Green Mountain', 'Amend', 'Agreement')",Keurig Green Mountain,Amend,Agreement,Keurig Green Mountain Amend,Amend Agreement,Keurig Green Mountain Amend Agreement,0.2299989999999994,-0.08000100000000288
1909,20140319  7:41PM UTC,"Starbucks faces higher milk, coffee costs","('Starbucks', 'faces', 'higher milk')",Starbucks,faces,higher milk,Starbucks faces,faces higher milk,Starbucks faces higher milk,0.2299989999999994,-0.08000100000000288
1910,20140319  7:39PM UTC,"Starbucks faces higher milk, coffee costs","('Starbucks', 'faces', 'higher milk')",Starbucks,faces,higher milk,Starbucks faces,faces higher milk,Starbucks faces higher milk,0.2299989999999994,-0.08000100000000288
1911,20140319  5:32PM UTC,Oprah gives Starbucks tea push a celebrity shot with chai drink,"('tea', 'push', 'celebrity shot with chai drink')",tea,push,celebrity shot with chai drink,tea push,push celebrity shot with chai drink,tea push celebrity shot with chai drink,0.2299989999999994,-0.08000100000000288
1912,20140319  5:29PM UTC,Oprah gives Starbucks tea push a celebrity shot with chai drink,"('tea', 'push', 'celebrity shot with chai drink')",tea,push,celebrity shot with chai drink,tea push,push celebrity shot with chai drink,tea push celebrity shot with chai drink,0.2299989999999994,-0.08000100000000288
1913,20140319  5:28PM UTC,UPDATE 1-Oprah gives Starbucks tea push a celebrity shot with chai drink,"('tea', 'push', 'celebrity shot with chai drink')",tea,push,celebrity shot with chai drink,tea push,push celebrity shot with chai drink,tea push celebrity shot with chai drink,0.2299989999999994,-0.08000100000000288
1914,20140319  4:23PM UTC,Oprah gives Starbucks tea push a celebrity shot with chai drink,"('tea', 'push', 'celebrity shot with chai drink')",tea,push,celebrity shot with chai drink,tea push,push celebrity shot with chai drink,tea push celebrity shot with chai drink,0.2299989999999994,-0.08000100000000288
1915,20140319  3:36PM UTC,Starbucks and Oprah Winfrey Come Together to Create TeavanaÂ® Oprah Chai Tea,"('Oprah Winfrey', 'Create', 'TeavanaÂ')",Oprah Winfrey,Create,TeavanaÂ,Oprah Winfrey Create,Create TeavanaÂ,Oprah Winfrey Create TeavanaÂ,0.2299989999999994,-0.08000100000000288
1917,20140321  10:29AM UTC,"Active Stocks Coverage -- Research on Starbucks, Gerdau, Mast Therapeutics and Cia de Saneamento Basico do Estado","('Research Mast Therapeutics', 'do', 'Estado')",Research Mast Therapeutics,do,Estado,Research Mast Therapeutics do,do Estado,Research Mast Therapeutics do Estado,0.2299989999999994,-0.08000100000000288
1921,20140409  4:15PM UTC,Starbucks Announces Q2 Fiscal Year 2014 Results Conference Call,"('Starbucks', 'Announces', 'Q2 Year 2014 Results Conference Call')",Starbucks,Announces,Q2 Year 2014 Results Conference Call,Starbucks Announces,Announces Q2 Year 2014 Results Conference Call,Starbucks Announces Q2 Year 2014 Results Conference Call,0.2299989999999994,-0.08000100000000288
1924,20140415  9:22PM UTC,Starbucks to relocate European headquarters to UK from Netherlands: The Times,"('Starbucks', 'relocate headquarters from', 'Netherlands')",Starbucks,relocate headquarters from,Netherlands,Starbucks relocate headquarters from,relocate headquarters from Netherlands,Starbucks relocate headquarters from Netherlands,0.2299989999999994,-0.08000100000000288
1925,20140415  9:19PM UTC,Starbucks to relocate European headquarters to UK from Netherlands -The Times,"('Starbucks', 'relocate', 'headquarters')",Starbucks,relocate,headquarters,Starbucks relocate,relocate headquarters,Starbucks relocate headquarters,0.2299989999999994,-0.08000100000000288
1926,20140416  12:32PM UTC,"Starbucks to move European base to London, pay more UK tax","('Starbucks', 'move', 'base')",Starbucks,move,base,Starbucks move,move base,Starbucks move base,0.2299989999999994,-0.08000100000000288
1927,20140416  12:31PM UTC,"UPDATE 2-Starbucks to move European base to London, pay more UK tax","('Starbucks', 'pay', 'more UK tax')",Starbucks,pay,more UK tax,Starbucks pay,pay more UK tax,Starbucks pay more UK tax,0.2299989999999994,-0.08000100000000288
1928,20140416  7:10AM UTC,"Starbucks to move Europe base to London, pay more UK tax","('Starbucks', 'move Europe base to', 'London')",Starbucks,move Europe base to,London,Starbucks move Europe base to,move Europe base to London,Starbucks move Europe base to London,0.2299989999999994,-0.08000100000000288
1929,20140422  3:46PM UTC,Starbucks to open La Boulange location in Los Angeles,"('Starbucks', 'open La Boulange location in', 'Los Angeles')",Starbucks,open La Boulange location in,Los Angeles,Starbucks open La Boulange location in,open La Boulange location in Los Angeles,Starbucks open La Boulange location in Los Angeles,0.2299989999999994,-0.08000100000000288
1930,20140422  3:42PM UTC,Starbucks to open La Boulange location in Los Angeles,"('Starbucks', 'open La Boulange location in', 'Los Angeles')",Starbucks,open La Boulange location in,Los Angeles,Starbucks open La Boulange location in,open La Boulange location in Los Angeles,Starbucks open La Boulange location in Los Angeles,0.2299989999999994,-0.08000100000000288
1931,20140422  8:00AM UTC,"Financial Release Dates -- Research on Starbucks, PulteGroup, SunCoke Energy, and United Community Banks","('Financial Release', 'Dates', 'Research on Starbucks')",Financial Release,Dates,Research on Starbucks,Financial Release Dates,Dates Research on Starbucks,Financial Release Dates Research on Starbucks,0.2299989999999994,-0.08000100000000288
1932,20140423  12:12PM UTC,SodaStream shares spike on report of Starbucks talks,"('SodaStream shares', 'spike on', 'report of Starbucks talks')",SodaStream shares,spike on,report of Starbucks talks,SodaStream shares spike on,spike on report of Starbucks talks,SodaStream shares spike on report of Starbucks talks,0.2299989999999994,-0.08000100000000288
1933,20140423  12:10PM UTC,SodaStream shares spike on report of Starbucks talks,"('SodaStream shares', 'spike on', 'report of Starbucks talks')",SodaStream shares,spike on,report of Starbucks talks,SodaStream shares spike on,spike on report of Starbucks talks,SodaStream shares spike on report of Starbucks talks,0.2299989999999994,-0.08000100000000288
1936,20140424  7:06PM UTC,Starbucks cafe sales heat up slightly in latest quarter,"('Starbucks cafe sales', 'heat up in', 'latest quarter')",Starbucks cafe sales,heat up in,latest quarter,Starbucks cafe sales heat up in,heat up in latest quarter,Starbucks cafe sales heat up in latest quarter,0.2299989999999994,-0.08000100000000288
1937,20140424  7:04PM UTC,UPDATE 2-Starbucks cafe sales heat up slightly in latest quarter,"('UPDATE 2 Starbucks cafe sales', 'heat up slightly in', 'latest quarter')",UPDATE 2 Starbucks cafe sales,heat up slightly in,latest quarter,UPDATE 2 Starbucks cafe sales heat up slightly in,heat up slightly in latest quarter,UPDATE 2 Starbucks cafe sales heat up slightly in latest quarter,0.2299989999999994,-0.08000100000000288
1938,20140424  4:14PM UTC,Starbucks cafe sales heat up slightly in latest quarter,"('Starbucks cafe sales', 'heat up in', 'latest quarter')",Starbucks cafe sales,heat up in,latest quarter,Starbucks cafe sales heat up in,heat up in latest quarter,Starbucks cafe sales heat up in latest quarter,0.2299989999999994,-0.08000100000000288
1940,20140424  1:17PM UTC,UPDATE 1-Starbucks suffers first UK sales drop after tax criticism,"('UPDATE 1 Starbucks', 'suffers', 'UK sales drop')",UPDATE 1 Starbucks,suffers,UK sales drop,UPDATE 1 Starbucks suffers,suffers UK sales drop,UPDATE 1 Starbucks suffers UK sales drop,0.2299989999999994,-0.08000100000000288
1941,20140424  7:23AM UTC,Starbucks suffers first UK sales drop after tax criticism,"('Starbucks', 'suffers', 'UK sales drop')",Starbucks,suffers,UK sales drop,Starbucks suffers,suffers UK sales drop,Starbucks suffers UK sales drop,0.2299989999999994,-0.08000100000000288
1944,20140428  8:00AM UTC,"Stock Prices Updates, Earnings Releases and Schedules, and Welfare Initiatives - Analyst Notes on Home Depot, 21st Century Fox, Norfolk, Starbucks and CVS Caremark","('Stock Prices Updates', 'Notes on', 'Home Depot')",Stock Prices Updates,Notes on,Home Depot,Stock Prices Updates Notes on,Notes on Home Depot,Stock Prices Updates Notes on Home Depot,0.2299989999999994,-0.08000100000000288
1945,20140429  10:00AM UTC,Starbucks Joins Surge of Waterfront Retail Additions at Bostonâs Fan Pier,"('Starbucks', 'Joins', 'Surge of Waterfront Retail Additions')",Starbucks,Joins,Surge of Waterfront Retail Additions,Starbucks Joins,Joins Surge of Waterfront Retail Additions,Starbucks Joins Surge of Waterfront Retail Additions,0.2299989999999994,-0.08000100000000288
1946,20140429  8:00AM UTC,TeavanaÂ® Oprah Chai Tea Debuts at Starbucks and Teavana Stores in the U.S. and Canada,"('TeavanaÂ Oprah Chai Tea', 'Debuts at', 'Starbucks')",TeavanaÂ Oprah Chai Tea,Debuts at,Starbucks,TeavanaÂ Oprah Chai Tea Debuts at,Debuts at Starbucks,TeavanaÂ Oprah Chai Tea Debuts at Starbucks,0.2299989999999994,-0.08000100000000288
1947,20140430  6:01AM UTC,Starbucks Invites Customers to Enjoy FrappuccinoÂ® Blended Beverages for Half-Off During FrappuccinoÂ® Happy Hour with Extra Hour Available for My Starbucks Rewardsâ¢ Members,"('Customers', 'Enjoy FrappuccinoÂ Blended Beverages with', 'Extra Hour Available')",Customers,Enjoy FrappuccinoÂ Blended Beverages with,Extra Hour Available,Customers Enjoy FrappuccinoÂ Blended Beverages with,Enjoy FrappuccinoÂ Blended Beverages with Extra Hour Available,Customers Enjoy FrappuccinoÂ Blended Beverages with Extra Hour Available,0.2299989999999994,-0.08000100000000288
1948,20140502  1:30AM UTC,Menicon Helps Starbucks Turn Coffee Grounds into Cattle Feed to Make Milk for the Next Cup,"('Starbucks', 'Turn', 'Feed')",Starbucks,Turn,Feed,Starbucks Turn,Turn Feed,Starbucks Turn Feed,0.2299989999999994,-0.08000100000000288
1949,20140507  9:00AM UTC,Starbucks Celebrates Motherâs Day with a Buy One Get One TeavanaÂ® Oprah Chai Tea Latte,"('Starbucks', 'Celebrates at_time', 'Motherâ € s Day')",Starbucks,Celebrates at_time,Motherâ € s Day,Starbucks Celebrates at_time,Celebrates at_time Motherâ € s Day,Starbucks Celebrates at_time Motherâ € s Day,0.2299989999999994,-0.08000100000000288
1950,20140507  8:00AM UTC,"Employee Wins, Succession Plans, Financial Results, and Esteemed Recognitions - Analyst Notes on McDonald's, Starbucks, Yum Brands, Panera and Buffalo Wild Wings","('Employee', 'Wins', 'Succession Plans')",Employee,Wins,Succession Plans,Employee Wins,Wins Succession Plans,Employee Wins Succession Plans,0.2299989999999994,-0.08000100000000288
1951,20140510  6:45AM UTC,Starbucks Celebrates Motherâs Day with a Buy One Get One TeavanaÂ® Oprah Chai Tea Latte,"('Starbucks', 'Celebrates at_time', 'Motherâ € s Day')",Starbucks,Celebrates at_time,Motherâ € s Day,Starbucks Celebrates at_time,Celebrates at_time Motherâ € s Day,Starbucks Celebrates at_time Motherâ € s Day,0.2299989999999994,-0.08000100000000288
1955,20140522  7:20AM UTC,"Store Openings, Joint Ventures, Pricing of Notes, and Company Updates - Analyst Notes on Starbucks, 21st Century Fox, AmerisourceBergen, Omnicom and CSX","('Store Openings', 'Pricing of', 'Notes')",Store Openings,Pricing of,Notes,Store Openings Pricing of,Pricing of Notes,Store Openings Pricing of Notes,0.2299989999999994,-0.08000100000000288
1956,20140528  4:57PM UTC,Starbucks to Present at William Blair Growth Stock Conference,"('Starbucks', 'Present at', 'William Blair Growth Stock Conference')",Starbucks,Present at,William Blair Growth Stock Conference,Starbucks Present at,Present at William Blair Growth Stock Conference,Starbucks Present at William Blair Growth Stock Conference,0.2299989999999994,-0.08000100000000288
1958,20140529  5:53PM UTC,Texas man still buzzing from 60 espresso shot Starbucks drink,"('Texas man', 'buzzing from', '60 espresso shot Starbucks drink')",Texas man,buzzing from,60 espresso shot Starbucks drink,Texas man buzzing from,buzzing from 60 espresso shot Starbucks drink,Texas man buzzing from 60 espresso shot Starbucks drink,0.2299989999999994,-0.08000100000000288
1959,20140529  5:06PM UTC,Texas man still buzzing from 60 espresso shot Starbucks drink,"('Texas man', 'buzzing from', '60 espresso shot Starbucks drink')",Texas man,buzzing from,60 espresso shot Starbucks drink,Texas man buzzing from,buzzing from 60 espresso shot Starbucks drink,Texas man buzzing from 60 espresso shot Starbucks drink,0.2299989999999994,-0.08000100000000288
1960,20140529  6:20AM UTC,"Restaurants and Fast Food Companies Announce Cash Dividends, Community Initiatives, New Leaders, and Issue Official Statements - Analyst Notes on McDonald's, Starbucks, Darden, Panera and Papa John's","('Cash Dividends', 'Restaurants', 'Issue Official Statements')",Restaurants,Announce,Cash Dividends,Restaurants Announce,Announce Cash Dividends,Restaurants Announce Cash Dividends,0.2299989999999994,-0.08000100000000288
1961,20140530  2:59PM UTC,Starbucks Senior Unsecured Debt Rating Upgraded by Moodyâs Investor Service To A3; Short-Term Commercial Paper Rating Affirmed at P-2,"('Starbucks Senior Unsecured Debt Rating', 'Upgraded by', 'Moodyâ € s Investor Service')",Starbucks Senior Unsecured Debt Rating,Upgraded by,Moodyâ € s Investor Service,Starbucks Senior Unsecured Debt Rating Upgraded by,Upgraded by Moodyâ € s Investor Service,Starbucks Senior Unsecured Debt Rating Upgraded by Moodyâ € s Investor Service,0.2299989999999994,-0.08000100000000288
1962,20140605  6:00AM UTC,Starbucks Makes Significant Education Investments to Develop Future Leaders in China,"('Starbucks', 'Makes', 'Significant Education Investments')",Starbucks,Makes,Significant Education Investments,Starbucks Makes,Makes Significant Education Investments,Starbucks Makes Significant Education Investments,0.2299989999999994,-0.08000100000000288
1963,20140609  4:38PM UTC,Obama makes surprise Starbucks visit,"('Obama', 'makes', 'surprise Starbucks visit')",Obama,makes,surprise Starbucks visit,Obama makes,makes surprise Starbucks visit,Obama makes surprise Starbucks visit,0.2299989999999994,-0.08000100000000288
1964,20140611  1:27PM UTC,"EU investigates tax rulings on Apple, Starbucks, Fiat","('EU', 'investigates', 'tax rulings on Apple')",EU,investigates,tax rulings on Apple,EU investigates,investigates tax rulings on Apple,EU investigates tax rulings on Apple,0.2299989999999994,-0.08000100000000288
1965,20140611  12:07PM UTC,"UPDATE 4-EU investigates tax rulings on Apple, Starbucks, Fiat","('UPDATE 4 EU', 'investigates tax rulings on', 'Apple')",UPDATE 4 EU,investigates tax rulings on,Apple,UPDATE 4 EU investigates tax rulings on,investigates tax rulings on Apple,UPDATE 4 EU investigates tax rulings on Apple,0.2299989999999994,-0.08000100000000288
1966,20140611  9:58AM UTC,"EU investigates tax rulings on Apple, Starbucks, Fiat","('EU', 'investigates', 'tax rulings on Apple')",EU,investigates,tax rulings on Apple,EU investigates,investigates tax rulings on Apple,EU investigates tax rulings on Apple,0.2299989999999994,-0.08000100000000288
1967,20140611  10:46AM UTC,"Apple, Starbucks, Fiat in EU tax inquiry","('Apple', 'Fiat in', 'EU tax inquiry')",Apple,Fiat in,EU tax inquiry,Apple Fiat in,Fiat in EU tax inquiry,Apple Fiat in EU tax inquiry,0.2299989999999994,-0.08000100000000288
1968,20140612  12:01AM UTC,National Rollout of Wireless Charging - by Duracell Powermat - Begins in Starbucks,"('National Rollout', 'Charging in', 'Starbucks')",National Rollout,Charging in,Starbucks,National Rollout Charging in,Charging in Starbucks,National Rollout Charging in Starbucks,0.2299989999999994,-0.08000100000000288
1970,20140615  8:00PM UTC,"Starbucks Offers Full Tuition Reimbursement for Employees to Complete a Bachelorâs Degree through Innovative, First-of-Its-Kind Collaboration","('Employees', 'Complete', 'Bachelorâ € s Degree')",Employees,Complete,Bachelorâ € s Degree,Employees Complete,Complete Bachelorâ € s Degree,Employees Complete Bachelorâ € s Degree,0.2299989999999994,-0.08000100000000288
1971,20140616  2:23AM UTC,Starbucks to subsidize U.S. workers' college degree,"('Starbucks', 'subsidize', ""U.S. workers ' college degree"")",Starbucks,subsidize,U.S. workers ' college degree,Starbucks subsidize,subsidize U.S. workers ' college degree,Starbucks subsidize U.S. workers ' college degree,0.2299989999999994,-0.08000100000000288
1972,20140616  2:21AM UTC,Starbucks to subsidize US workers' college degree,"('Starbucks', 'subsidize', ""US workers ' college degree"")",Starbucks,subsidize,US workers ' college degree,Starbucks subsidize,subsidize US workers ' college degree,Starbucks subsidize US workers ' college degree,0.2299989999999994,-0.08000100000000288
1973,20140616  2:31PM UTC,Starbucks offers jolt to employee education,"('Starbucks', 'offers', 'jolt')",Starbucks,offers,jolt,Starbucks offers,offers jolt,Starbucks offers jolt,0.2299989999999994,-0.08000100000000288
1975,20140620  8:54PM UTC,"Starbucks to raise prices on some drinks, packaged coffee","('Starbucks', 'raise', 'prices')",Starbucks,raise,prices,Starbucks raise,raise prices,Starbucks raise prices,0.2299989999999994,-0.08000100000000288
1976,20140620  8:50PM UTC,"CORRECTED-Starbucks to raise prices on some drinks, packaged coffee","('Starbucks', 'raise prices on', 'drinks')",Starbucks,raise prices on,drinks,Starbucks raise prices on,raise prices on drinks,Starbucks raise prices on drinks,0.2299989999999994,-0.08000100000000288
1977,20140620  7:07PM UTC,"Starbucks to raise prices on some drinks, packaged coffee","('Starbucks', 'raise', 'prices')",Starbucks,raise,prices,Starbucks raise,raise prices,Starbucks raise prices,0.2299989999999994,-0.08000100000000288
1978,20140620  12:00PM UTC,"Starbucks to raise prices on some drinks, packaged coffee","('Starbucks', 'raise', 'prices')",Starbucks,raise,prices,Starbucks raise,raise prices,Starbucks raise prices,0.2299989999999994,-0.08000100000000288
1980,20140621  4:25PM UTC,Photo of Starbucks and the U.S. Conference of Mayors (USCM) Launching Solutions CitySM at the 82nd Annual Meeting of the USCM in Dallas Available on Business Wire's Website and AP PhotoExpress,"('Business Wire', 'on', 'Website')",Business Wire,on,Website,Business Wire on,on Website,Business Wire on Website,0.2299989999999994,-0.08000100000000288
